;IdeNucleoCEG;NomUsina;NomEmpresa;NomBarramento;DscTipo;DscNivelSegurancaBarragem;IdcClassificacaoBarragens;DscCategoriaRiscoGeral;DscDanoPotencialGeral;DscVersao;NomCampanha;DatInicioCampanha;DatFimCampanha;DatInicioPrazoLegalCampanha;DatFimPrazoLegalCampanha;NomSecundario;DatConclusaoConstrucao;MdaAlturaMacicoTerreno;MdaAlturaMacicoFundacao;MdaComprimento;NumBarramento;DscExisteAcidenteIncidente;QtdAcidenteIncidente;DthCadastro;DthEnvio;DscEnvioPrazoLegal;NomRioEmpreendimento;MdaCapacidadeTotalEmp;DatPrimeiroEnchimento;DscFaseVidaEmpreendimento;QtdBarramentoEmpreendimento;MdaAreaSuperficieReservatorio;NumCnpj;MdaPotenciaImplantacao;PctParticipacaoEmpreendimento;CodCEG;NomFonteEnergia;SigEstadoUsina;DscFaseUsina;DscTipoGeracao;DscTipoFundacao;DscTipoConstrucaoBarragem;DscEstimativaVazaoProjeto;DscCasaForca;DscComprimento;DscIdadeBarragem;DscAltura;DscExisteDeformacao;DscCondicaoEclusa;DscCondicaoDeterioracao;DscPercolacao;DscConfEstruturasAducao;DscConfEstruturaExtravasora;DscExisteDocumentacaoProjeto;DscPossuiTecnicoEstrutura;DscPossuiInspecaoMonitoramento;DscRegraOperDispositivo;DscEmiteRelatorio;DscTamanhoVolumeReservatorio;DscProbabilidadeMorte;DscImpactoAmbiental;DscImpactoSocioEconomico;DscPSBElaborado;DatConclusaoPSB;DscPAEElaborado;DatConclusaoPAE;DscISRRealizada;DatConclusaoISR;DscISERealizada;QtdMunicipioAfetado;MdaVazaoVertedouro;MdaCotaCoroamentoBarramento;NomTipoEstrutural;DscTipoEstrutural;DscEstudoRompimento;DscEnquadraResolucao
468;29542.0;Claudino Fernando Picolli;COOPERATIVA DE DISTRIBUIÇÃO E GERAÇÃO DE ENERGIA DAS MISSÕES - CERMISSÕES;BARRAGEM CLAUDINO PICOLLI;Barragem;Normal;C;BAIXO;MEDIO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;BARRAGEM CLAUDINO PICOLLI;2007-02-23;3,0000;3,5000;60,0000;1;Não;0;2020-09-09 10:00:30.737000000;2020-09-15 10:38:39.203000000;Enviado Fora do Prazo Legal;Rio Comandaí;,000457;2007-02-23;Operação;1;,00;97081434000103.0;439,90;100,00000;CGH.PH.RS.029542-6.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha Sã;Concreto Ciclópico;TR = 500 anos;Barragem/Dique sem Casa de Força associada;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;Inexistente;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Inexiste documentação de projeto;Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite os relatórios sem periodicidade;Pequeno;FREQUENTE  (não existem pessoas ocupando permanentemente a área afetada a jusante da barragem, mas existe rodovia municipal, estadual, federal ou outro local e/ou empreendimento de permanência eventual de pessoas que poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;2;62,5000;,00;Gravidade;Gravidade;Inexistente;Sim
469;29551.0;Cascata do Barreiro;CRELUZ - COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO;Cascata do Barreiro;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;Cascata do Barreiro;2005-01-01;2,0000;3,8000;30,0000;1;Não;0;2020-08-11 16:57:02.750000000;2020-09-10 18:00:46.173000000;Enviado Fora do Prazo Legal;Rio Lajeado Grande;,025440;;Operação;1;,00;10677244000167.0;280,00;100,00000;CGH.PH.RS.029551-5.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
470;30204.0;Boa Vista;COOPERATIVA REGIONAL DE DESENVOLVIMENTO TEUTONIA - CERTEL;CGH Boa Vista;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;CGH Boa Vista;1947-12-08;3,8600;4,8500;40,0000;1;Não;0;2020-08-03 08:50:22.443000000;2020-08-26 15:41:04.620000000;Enviado Fora do Prazo Legal;Arroio Boa Vista;,118888;1947-12-08;Construção;1;,00;89777692000192.0;705,75;100,00000;CGH.PH.RS.030204-0.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
471;30407.0;Morrinhos ;MORRINHOS GERAÇÃO E COMÉRCIO DE ENERGIA ELÉTRICA LTDA;MORRINHOS;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;MORRINHOS;2014-10-14;7,1500;1,2500;75,1000;1;Não;0;2021-01-22 11:32:22.380000000;2021-01-22 11:42:34.660000000;Enviado Dentro do Prazo Legal;arroio cachorro;,750000;2014-10-14;Operação;1;34664,00;8587844000192.0;2250,00;100,00000;CGH.PH.RS.030407-7.02;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
472;30668.0;Taipinha;COOPERATIVA DE GERAÇÃO E DESENVOLVIMENTO FONTOURA XAVIER;CGH TAIPINHA;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;CGH TAIPINHA;2011-11-13;7,2000;8,7000;87,0000;1;Não;0;2021-01-19 15:28:55.377000000;2021-01-19 15:37:28.123000000;Enviado Dentro do Prazo Legal;Arroio Taipinha;,200000;2011-11-13;Operação;1;23000,00;24486517000109.0;864,00;100,00000;CGH.PH.RS.030668-1.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Homogênea;Homogênea;;Não
473;30879.0;Bela União(trincheira);COOPERLUZ- COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO;CGH BELA UNIÃO;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;PCH BELA UNIÃO;2014-06-10;5,5000;6,0000;85,0000;1;Não;0;2020-09-02 13:47:03.053000000;2020-09-02 14:33:19.477000000;Enviado Fora do Prazo Legal;Santa Rosa;,255418;2013-07-27;Operação;1;,00;8925309000102.0;2250,00;100,00000;CGH.PH.RS.030879-0.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
474;31330.0;Trabuco;Ipê Geração de Energia Elétrica Ltda.;Trabuco;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;Trabuco;2013-06-12;2,5000;2,5000;42,0000;1;Não;0;2020-08-29 09:35:39.160000000;2020-08-29 10:00:57.053000000;Enviado Fora do Prazo Legal;Arroio Trabuco;,005770;2013-12-17;Operação;1;,00;13089676000145.0;2000,00;100,00000;CGH.PH.RS.031330-0.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
475;34672.0;Igrejinha;Boa Vista Do Cadeado Energia LTDA;IGREJINHA;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;CGH IGREJINHA;2020-10-01;2,5000;3,2000;112,5000;1;Não;0;2021-02-22 13:59:35.557000000;2021-02-22 14:16:24.380000000;Enviado Fora do Prazo Legal;IJUIZINHO;,360000;2020-10-06;Operação;1;282570,00;27361901000165.0;4850,00;100,00000;CGH.PH.RS.034672-1.02;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;;;;;;;;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
476;35444.0;PASSO DO CERVO;USINAS HIDRELÉTRICAS BRINGHENTI LTDA;CGH PASSO DO CERVO;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;CGH PASSO DO CERVO;2016-07-05;4,0000;4,0000;158,0000;1;Não;0;2020-09-22 16:10:14.183000000;2020-09-25 09:27:43.503000000;Enviado Fora do Prazo Legal;RIO PASSO FUNDO;,000006;2015-10-14;Operação;1;,00;11184905000185.0;750,00;100,00000;CGH.PH.RS.035444-9.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);MS - MUITO SIGNIFICATIVO (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Contrafortes;Contrafortes;;Não
477;37327.0;Osvaldo Dino Pigozzi;L. M COSTA FARIAS & CIA LTDA;OSVALDO DINO PIGOZZI;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;OSVALDO DINO PIGOZZI;1948-07-01;,0000;2,5000;24,0000;1;Não;0;2020-09-15 08:53:09.163000000;2020-09-15 08:58:28.450000000;Enviado Fora do Prazo Legal;Rio Glória;,003400;1948-07-01;Operação;1;,00;743768000155.0;280,00;50,00000;CGH.PH.RS.037327-3.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
478;37327.0;Osvaldo Dino Pigozzi;ZEBU - AGRO INDUSTRIAL LTDA. - ME;OSVALDO DINO PIGOZZI;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;OSVALDO DINO PIGOZZI;1948-07-01;,0000;2,5000;24,0000;1;Não;0;2020-09-15 08:53:09.163000000;2020-09-15 08:58:28.450000000;Enviado Fora do Prazo Legal;Rio Glória;,003400;1948-07-01;Operação;1;,00;5905304000111.0;280,00;50,00000;CGH.PH.RS.037327-3.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
479;38225.0;Santo Antônio De Casca;SANTO ANTONIO GERACAO DE ENERGIA LTDA;Cgh Santo Antônio de Casca;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;Cgh Santo Antônio de Casca;2019-01-24;3,7000;3,7000;66,0000;1;Não;0;2020-08-21 09:20:45.220000000;2020-08-21 09:27:40.833000000;Enviado Fora do Prazo Legal;Rio São Domingos;,029550;2019-01-24;Operação;1;,00;10943693000290.0;990,00;100,00000;CGH.PH.RS.038225-6.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Contrafortes;Contrafortes;;Não
480;38245.0;Faxinal;FAXINAL GERAÇÃO DE ENERGIA LTDA;Faxinal;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;Faxinal;2019-05-22;4,5000;4,5000;32,0000;1;Não;0;2020-08-29 15:39:18.877000000;2020-08-29 15:48:26.030000000;Enviado Fora do Prazo Legal;Arroio Faxinal;,017442;2019-07-12;Operação;1;,00;21325258000138.0;1000,00;100,00000;CGH.PH.RS.038245-0.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
481;45162.0;São Domingos do Prata;Usina São Domingos do Prata LTDA;BARRAGEM USINA SÃO DOMINGOS;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;BARRAGEM USINA;2019-12-21;3,5000;3,5000;50,0000;1;Não;0;2021-02-10 14:15:59.333000000;2021-02-10 14:19:39.707000000;Enviado Fora do Prazo Legal;ARROIO NÃO SABIA ;,050000;2020-10-27;Construção;1;16300,00;24387092000172.0;2205,00;100,00000;CGH.PH.RS.045162-2.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;Rocha alterada dura com tratamento;Concreto Convencional;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;entre 10 e 30 anos;Altura = 15m;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Contrafortes;Contrafortes;;Não
482;50288.0;Formigueiro;Formigueiro Geração E Comércio De Energia Elétrica Ltda.;Formigueiro;Barragem;Normal;;;BAIXO;Versão 1;Campanha-1/2020;2020-04-21;2021-02-28;2020-04-21;2021-01-31;CGH Formigueiro;2020-10-15;1,8000;4,9000;70,0000;1;Não;0;2021-02-22 09:49:46.417000000;2021-02-22 09:54:56.783000000;Enviado Fora do Prazo Legal;conceição;,048250;2020-10-20;Primeiro Enchimento;1;112434,00;33112023000147.0;1750,00;100,00000;CGH.PH.RS.050288-0.01;Hidrelétrica;RS;Operação;Central Geradora Hidrelétrica;;;;;;;;;;;;;;;;;;;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Não se aplica;;Não se aplica;;Não se aplica;;Não se aplica;0;;;Gravidade;Gravidade;;Não
483;635.0;Canastra;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Canastra;Barragem;Atenção;B;BAIXO;ALTO;Retificação 1;Campanha-2/2020;2020-11-01;2021-02-28;2020-11-01;2021-01-31;Canastra;1956-12-15;26,0000;26,0000;179,0000;1;Não;0;2021-01-27 16:29:46.840000000;2021-01-27 16:32:52.777000000;Enviado Dentro do Prazo Legal;Santa Maria;,240000;1956-12-15;Operação;1;1000,00;39881421000104.0;44800,00;100,00000;UHE.PH.RS.000635-1.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha Sã;Concreto Convencional;(Cheia Máxima Provável) ou Decamilenar;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;< 5 ou > 50 anos ou sem;15m < Altura < 30m;Inexistente;Não possui eclusa;Erosões superficiais, ferragem exposta, crescimento de vegetação generalizada,  gerando necessidade de monitoramento ou atuação corretiva;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas preparadas para a operação, mas sem  fontes de suprimento de energia de emergência /  canais ou vertedouro  (tipo soleira livre) com erosões ou obstruções, porém sem riscos a estrutura vertente;Projeto básico;Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Pequeno;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);ALTO (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2015-03-25;Aprovado, mas não implantado;2019-08-14;Sim;2020-11-10;Não se aplica;2;25,0000;547,00;Contrafortes;Contrafortes;Estudos concluídos;Sim
484;635.0;Canastra;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Canastra;Barragem;Atenção;B;BAIXO;ALTO;Retificação 1;Campanha-2/2020;2020-11-01;2021-02-28;2020-11-01;2021-01-31;Canastra;1956-12-15;26,0000;26,0000;179,0000;1;Não;0;2021-01-27 16:29:46.840000000;2021-01-27 16:32:52.777000000;Enviado Dentro do Prazo Legal;Santa Maria;,240000;1956-12-15;Operação;1;1000,00;39881421000104.0;44800,00;100,00000;UHE.PH.RS.000635-1.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha Sã;Concreto Convencional;(Cheia Máxima Provável) ou Decamilenar;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;< 5 ou > 50 anos ou sem;15m < Altura < 30m;Inexistente;Não possui eclusa;Erosões superficiais, ferragem exposta, crescimento de vegetação generalizada,  gerando necessidade de monitoramento ou atuação corretiva;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas preparadas para a operação, mas sem  fontes de suprimento de energia de emergência /  canais ou vertedouro  (tipo soleira livre) com erosões ou obstruções, porém sem riscos a estrutura vertente;Projeto básico;Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Pequeno;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);ALTO (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2015-03-25;Aprovado, mas não implantado;2019-08-14;Sim;2020-11-10;Não se aplica;2;25,0000;547,00;Contrafortes;Contrafortes;Inexistente;Sim
485;1076.0;Guarita;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Guarita;Barragem;Normal;C;BAIXO;BAIXO;Retificação 1;Campanha-2/2020;2020-11-01;2021-02-28;2020-11-01;2021-01-31;Guarita;1953-01-01;7,0000;7,0000;100,0000;1;Não;0;2020-02-28 10:46:13.050000000;2021-01-27 19:59:06.083000000;Enviado Dentro do Prazo Legal;Guarita;10,600000;1953-01-01;Operação;3;6650000,00;39881421000104.0;1760,00;100,00000;PCH.PH.RS.001076-6.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha Sã;Concreto Ciclópico;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;< 5 ou > 50 anos ou sem;15m < Altura < 30m;Existência de trincas e abatimentos  de pequena extensão e impacto nulo;Não possui eclusa;Inexistente;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto básico;Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Médio;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Sim;2015-03-25;Aprovado, mas não implantado;2018-12-19;Sim;2020-11-26;Não se aplica;4;560,0000;413,00;Gravidade;Gravidade;Estudos concluídos;Sim
